Car,Price,Driver age,Experience,Car age,Gender,Ownership type,Vehicle class,Annual mileage
Nissan,1.113,22,3,0.736,0,0,1,68.929
Daihatsu,1.177,24,2,1.630,0,0,0,15.633
DS,1.607,36,16,0.213,0,0,3,15.445
Toyota,0.684,31,13,6.037,0,0,2,17.142
Lancia,1.756,27,5,3.627,0,0,2,14.703
Cadillac,1.044,47,24,2.005,0,0,0,64.385
ТагАЗ,1.975,19,1,0.202,0,0,0,41.111
Mazda,2.824,53,16,3.706,1,0,2,12.078
Zotye,0.892,44,19,7.665,1,0,2,105.915
Mazda,1.485,39,12,4.112,1,0,2,36.666
SsangYong,0.945,33,14,5.941,0,0,0,4.592
Zotye,1.670,36,14,10.092,0,0,0,16.913
Chery,0.185,32,9,3.770,0,0,2,89.067
Aston Martin,2.194,61,29,3.520,0,0,2,43.493
Luxgen,0.600,40,18,2.231,0,0,0,73.966
Acura,1.181,32,3,4.692,0,0,2,33.730
Alfa Romeo,3.862,35,14,5.120,1,0,2,30.343
GMC,1.110,32,14,7.365,0,0,1,21.102
Jeep,1.134,26,6,2.519,0,0,0,58.145
Toyota,0.250,35,1,5.433,1,0,0,31.664
Audi,1.394,25,4,3.514,0,0,2,29.626
Dodge,0.822,18,1,7.323,0,0,2,24.798
Mini,1.100,20,1,6.128,0,0,0,44.010
FAW,1.647,37,8,2.522,1,0,2,43.631
BMW,0.837,31,3,3.333,1,0,2,44.677
Москвич,0.997,29,2,7.963,0,0,2,26.775
Saab,0.295,32,14,0.980,1,0,1,91.099
Lincoln,0.620,45,6,5.368,0,0,2,54.346
Toyota,1.169,37,10,2.784,0,0,0,64.705
Buick,0.225,57,12,3.936,1,0,2,46.329
Honda,0.447,41,9,0.457,0,0,0,45.733
Mazda,2.178,20,2,3.127,1,0,0,43.755
Oldsmobile,0.311,49,24,3.162,0,0,2,45.663
Chrysler,1.392,25,5,5.517,0,0,1,22.155
SsangYong,1.970,33,12,6.395,0,0,2,25.270
Lada (ВАЗ),1.037,44,17,5.606,0,0,2,50.147
Toyota,0.215,31,8,1.192,0,0,0,35.733
Cadillac,3.269,38,14,4.805,1,0,0,34.042
Genesis,1.784,41,7,2.870,0,0,2,30.687
Mitsubishi,2.366,38,13,1.669,0,0,1,40.560
Mazda,1.220,36,13,7.461,1,0,2,31.752
Scion,0.759,44,15,6.626,0,0,0,24.082
Renault,0.165,20,0,6.086,0,0,2,23.152
Rover,0.278,28,11,1.659,0,0,2,32.001
DongFeng,1.963,47,12,5.598,0,0,0,31.655
Fiat,1.466,52,14,3.303,0,1,0,13.237
Kia,1.481,39,12,4.169,1,1,0,28.333
Hummer,1.385,29,11,2.727,0,0,0,65.580
Lexus,2.590,42,18,1.611,1,0,1,15.808
Mercedes-Benz,1.025,26,3,0.546,0,0,0,26.797
Mercedes-Benz,0.284,23,5,1.709,1,1,0,9.918
Land Rover,1.052,24,6,2.797,0,0,2,42.753
Nissan,1.906,49,23,2.175,1,0,2,77.805
Land Rover,2.417,29,2,7.703,0,0,0,7.495
Subaru,2.288,28,9,4.600,0,0,2,74.792
Land Rover,0.623,33,8,3.392,0,0,0,33.286
GAC,1.096,23,4,7.533,1,0,1,39.194
Lexus,1.446,39,19,5.864,0,1,0,24.045
Fiat,0.934,44,18,0.597,0,1,0,100.057
Rover,1.363,36,13,0.593,0,0,3,72.788
ZAZ,0.322,26,5,5.685,0,0,0,41.175
Datsun,1.063,26,6,0.325,1,1,0,83.776
Jeep,0.528,45,14,5.849,1,0,0,37.287
Mazda,0.886,61,31,5.128,0,1,0,37.042
Mini,0.611,51,14,5.430,0,0,1,30.480
Skoda,2.618,54,14,2.880,1,0,1,10.612
Aston Martin,0.159,48,19,6.522,0,0,1,47.769
BMW,0.965,33,5,0.998,0,0,0,33.948
ZAZ,1.779,44,16,3.856,0,0,0,11.650
Mini,3.282,48,8,4.070,1,0,0,44.474
Subaru,2.245,43,15,6.671,0,0,1,41.534
Hyundai,2.001,18,0,2.524,1,0,0,20.037
Ford,1.713,22,3,3.846,0,0,0,24.795
ГАЗ,1.617,47,16,0.504,0,0,0,25.047
FAW,1.208,46,23,2.166,1,0,1,43.844
УАЗ,1.705,33,16,1.450,0,0,2,55.570
Москвич,0.218,26,7,3.297,0,0,0,15.747
Mazda,1.692,44,11,3.367,0,0,0,19.725
Hyundai,0.837,49,24,0.511,0,0,0,64.360
Isuzu,1.699,31,7,6.034,1,0,3,36.045
Scion,1.142,31,14,4.793,1,0,2,58.380
Lamborghini,0.880,44,16,0.887,1,0,0,42.266
Porsche,1.363,34,12,7.032,0,0,2,31.048
Nissan,1.086,36,9,5.357,0,0,0,8.991
Datsun,1.691,26,9,4.467,1,0,0,54.687
ZAZ,1.904,40,14,3.987,1,0,3,23.719
Lexus,2.028,56,3,1.753,0,0,1,11.759
Dodge,1.193,29,11,0.005,0,0,0,66.763
BYD,1.993,53,27,4.591,1,0,0,68.487
Honda,1.224,38,18,5.459,0,0,2,82.994
Cadillac,1.317,29,10,7.213,1,0,1,25.987
Audi,0.185,28,1,1.385,0,0,3,66.978
Mazda,2.464,25,7,0.121,0,0,3,48.699
Zotye,1.165,27,5,0.609,1,0,1,18.921
Lada (ВАЗ),2.244,33,7,2.290,1,0,0,34.735
Fiat,0.664,22,0,1.308,0,1,0,37.445
Buick,1.838,24,7,6.539,0,0,2,53.385
Brilliance,1.158,38,12,0.562,0,0,1,51.117
Renault,1.985,22,5,6.881,0,0,0,60.252
Kia,1.122,20,2,2.929,0,0,2,14.967
ZAZ,2.970,22,2,6.513,1,0,0,16.560
Maserati,0.769,36,5,0.092,0,0,0,41.026
ГАЗ,0.591,48,17,1.520,0,0,2,58.939
Infiniti,0.690,33,3,2.816,0,0,2,41.255
Geely,1.181,28,2,6.012,1,0,0,39.514
DongFeng,0.192,49,15,1.454,1,0,2,39.551
Peugeot,1.038,33,5,8.118,0,0,0,38.564
Geely,1.206,30,11,9.336,0,0,0,32.586
Mercedes-Benz,0.453,49,10,4.482,0,0,0,38.268
Maserati,2.591,33,12,9.500,1,0,0,5.029
Toyota,1.016,38,16,7.033,0,0,0,7.443
SsangYong,0.774,47,9,1.072,1,0,0,24.143
ТагАЗ,0.291,25,5,3.118,0,0,2,41.557
Rover,0.848,21,3,2.207,0,0,0,55.106
Maserati,1.886,24,1,3.022,0,0,0,13.344
BMW,0.406,44,7,1.571,0,1,3,43.400
Rover,1.057,23,1,9.563,0,0,2,15.052
Fiat,1.461,26,9,7.082,0,0,2,51.136
Volvo,0.867,31,4,5.083,0,0,2,23.977
Mercury,2.907,39,11,4.775,0,0,2,56.377
Honda,1.205,22,4,4.895,0,0,0,43.173
Land Rover,2.489,56,24,8.672,0,0,2,91.888
Infiniti,0.923,39,22,5.081,1,0,1,41.820
Mitsubishi,2.683,45,16,0.304,1,0,1,16.916
Suzuki,0.264,40,16,3.349,0,0,2,20.869
Mercedes-Benz,0.904,37,9,0.070,1,1,2,68.867
Luxgen,1.189,29,12,5.230,0,1,2,19.712
Daihatsu,0.869,48,12,3.451,1,0,2,66.303
Foton,1.085,38,14,1.684,0,0,0,11.710
Toyota,2.048,49,17,6.712,0,0,1,20.044
Haima,0.534,52,20,1.354,0,0,2,21.055
Tesla,0.772,36,10,7.277,0,1,2,28.362
Genesis,0.197,21,1,8.019,1,0,1,38.584
Chevrolet,2.599,29,9,0.555,0,0,0,43.450
Maybach,0.891,60,18,0.389,0,0,3,3.321
Peugeot,0.165,27,7,1.683,0,0,0,9.458
SsangYong,0.282,44,16,5.608,0,0,2,7.540
ZAZ,0.283,30,2,3.012,0,1,0,59.792
Foton,0.380,31,8,4.333,1,0,2,64.709
Daihatsu,2.243,28,4,2.471,0,0,2,21.876
BYD,0.173,38,17,0.406,1,0,0,28.560
Mitsubishi,1.282,52,17,5.923,0,0,2,90.848
Smart,1.231,30,6,1.009,0,0,2,20.090
Subaru,0.240,37,11,0.445,1,0,0,87.361
Pontiac,0.444,21,3,2.468,1,0,1,24.182
SEAT,1.660,28,10,3.317,0,0,2,6.321
DongFeng,0.585,39,4,4.469,1,0,2,102.359
Land Rover,1.216,24,3,5.156,1,0,0,65.762
Haima,1.005,21,2,4.356,0,0,0,81.089
Mitsubishi,2.148,21,1,7.956,1,1,2,4.595
Mazda,4.320,18,1,0.266,1,0,0,55.249
JAC,0.947,23,1,3.900,1,0,1,38.761
BYD,0.674,39,20,1.548,0,0,1,38.730
Chery,0.836,64,31,2.118,0,0,0,64.607
Lifan,0.659,28,9,2.281,0,0,0,23.926
Mini,0.322,23,5,8.721,0,0,0,6.892
Pontiac,1.164,28,9,1.013,0,0,2,26.125
ZAZ,0.315,31,3,2.172,0,0,1,23.068
Genesis,3.049,23,4,6.998,1,0,0,40.672
Datsun,0.949,19,1,0.457,1,0,2,9.125
Great Wall,1.041,34,9,4.314,0,0,2,9.666
GAC,3.900,39,14,5.306,1,0,3,75.567
Bentley,0.292,26,1,4.131,0,0,2,8.129
JAC,0.632,54,23,0.497,0,0,2,21.132
BYD,0.874,50,20,1.963,1,0,1,13.173
Skoda,0.949,50,13,6.298,1,0,0,99.084
BMW,2.182,28,9,3.314,0,0,2,3.845
Geely,0.166,24,2,6.142,0,0,0,49.044
Lexus,2.980,38,17,5.082,0,0,0,7.999
Skoda,0.721,23,5,1.699,0,0,2,35.074
Zotye,1.832,49,10,3.008,0,0,2,30.588
Zotye,0.252,24,1,2.034,1,0,2,26.526
Great Wall,0.773,32,14,2.081,0,0,3,47.680
Lancia,1.345,24,7,3.109,0,1,0,28.848
Haima,0.913,29,10,4.879,0,0,1,41.417
Chery,1.926,42,12,3.060,0,0,0,41.307
Bugatti,0.340,24,3,7.264,0,0,2,66.567
Great Wall,3.730,28,0,7.290,0,0,0,32.675
Ford,0.589,36,5,1.156,0,1,2,52.531
Mercedes-Benz,0.321,40,15,6.256,0,0,2,22.219
Toyota,2.639,42,11,3.675,1,0,2,16.979
Ford,0.998,33,5,3.228,1,0,0,22.502
Nissan,1.069,46,11,4.002,0,0,3,20.515
Skoda,0.374,51,13,5.018,0,0,1,24.631
BMW,0.703,31,11,0.496,1,0,0,34.653
Buick,2.052,54,14,4.963,0,0,2,69.096
Honda,0.371,33,16,2.511,0,0,0,13.804
Opel,1.971,38,20,3.404,0,0,2,19.411
Lancia,0.319,35,13,5.148,1,0,2,34.321
Kia,0.657,43,18,5.594,1,0,1,82.078
DongFeng,2.393,40,10,6.750,0,0,3,3.844
Opel,0.705,31,5,9.931,0,0,0,49.276
Chevrolet,0.393,59,31,2.669,1,1,0,23.903
Tesla,0.639,24,2,5.091,0,0,3,44.262
Ferrari,2.786,50,21,0.488,0,0,0,36.664
Acura,1.759,46,19,2.741,1,0,2,35.350
Maybach,0.472,28,7,1.763,1,0,0,16.617
Lexus,0.835,65,30,1.614,1,0,0,40.292
Ferrari,2.032,44,9,4.879,0,1,2,55.391
Mercedes-Benz,0.500,56,25,1.745,0,0,0,18.116
Skoda,0.994,48,15,4.568,0,0,0,43.224
Mazda,1.455,21,0,5.887,0,0,1,37.742
Alfa Romeo,0.780,18,1,3.459,0,0,3,19.800
DS,1.300,46,4,2.969,0,0,0,6.993
Skoda,0.492,36,8,3.733,0,0,0,78.982
ZAZ,0.704,30,11,3.973,1,0,0,46.456
Nissan,1.588,27,7,2.318,1,0,0,60.177
Mercury,0.200,51,30,2.057,0,0,0,40.568
Zotye,2.206,46,17,5.521,0,0,0,3.554
Hyundai,0.956,23,3,3.983,0,0,0,33.180
Nissan,1.329,24,1,5.203,0,0,2,20.815
Rover,1.997,52,21,0.617,0,1,0,10.389
Kia,0.314,32,4,4.022,1,0,0,29.325
Suzuki,0.851,19,1,2.031,0,0,0,40.203
Kia,0.167,40,11,2.215,0,0,1,55.823
Jeep,0.727,28,5,8.123,1,0,2,87.623
Rover,1.119,64,24,4.199,0,0,2,16.495
Bugatti,2.684,48,7,2.551,1,0,2,9.491
Audi,1.832,24,1,5.002,0,0,0,28.750
Toyota,0.306,37,13,0.345,0,1,1,33.459
Volvo,0.447,35,6,1.632,1,0,0,30.066
Chery,2.404,38,14,1.323,1,0,1,49.776
Jaguar,0.862,26,7,0.739,1,0,0,21.207
Great Wall,0.600,40,9,5.055,1,1,0,19.137
Changan,0.679,27,9,5.595,1,0,0,23.976
DongFeng,0.992,26,3,5.724,0,0,0,35.151
Isuzu,3.575,49,8,0.215,0,0,2,5.027
Porsche,1.330,23,3,6.495,1,0,0,60.007
Isuzu,2.507,32,3,1.100,1,1,2,18.845
DongFeng,0.617,37,8,4.006,1,0,0,34.584
Nissan,2.701,24,6,4.070,1,0,0,6.979
Maserati,1.405,35,16,10.191,1,0,0,65.693
Toyota,1.162,48,8,2.796,1,0,0,33.130
GMC,0.795,42,16,6.637,0,0,2,10.183
Mercedes-Benz,1.671,23,3,1.844,1,0,1,35.214
Ford,1.381,27,7,10.574,0,0,3,39.452
Volkswagen,0.965,27,8,6.156,0,0,0,57.224
Bentley,1.449,38,9,3.716,0,0,0,16.462
Infiniti,0.489,32,4,2.587,1,0,2,51.343
GAC,0.432,52,1,0.648,1,0,3,6.365
Foton,1.120,42,15,4.390,1,0,0,33.602
Changan,1.525,20,2,3.607,1,0,0,36.359
Haima,0.275,37,15,1.845,0,1,0,51.114
Chery,2.755,44,22,3.530,1,0,2,57.590
Aston Martin,0.425,30,11,5.403,0,0,3,41.672
Toyota,0.346,30,8,9.519,0,0,2,30.991
Rover,0.872,34,15,1.232,0,0,0,22.317
BMW,0.250,40,22,7.146,1,0,0,13.292
Jeep,0.502,50,22,3.617,0,0,0,50.034
Brilliance,0.892,27,10,6.510,1,0,0,21.014
Geely,1.249,35,17,4.925,1,0,3,37.156
Chrysler,1.404,23,6,0.588,0,0,2,50.401
Mazda,0.499,24,4,4.474,0,0,0,22.001
BYD,0.363,32,15,3.023,0,0,2,24.455
Москвич,0.409,49,17,4.533,0,0,0,40.208
Mitsubishi,1.440,25,2,3.649,0,0,0,19.162
Honda,1.857,40,7,6.140,0,0,0,5.911
BMW,1.177,48,11,1.190,0,0,1,20.934
Hyundai,0.985,47,20,1.086,1,0,1,4.363
Mini,0.156,20,0,2.993,1,0,2,42.505
FAW,0.895,29,5,3.151,0,0,1,60.985
Jeep,1.293,36,13,8.024,0,0,1,45.461
Volkswagen,0.171,36,5,4.076,0,0,0,14.079
Buick,3.243,22,4,0.395,1,0,1,14.933
Scion,1.397,35,7,3.102,1,0,0,11.533
Aston Martin,2.011,19,1,2.017,0,0,2,71.148
Honda,0.489,37,17,3.739,0,1,2,18.626
Mercury,0.267,40,14,0.802,1,1,0,30.436
Nissan,0.211,51,11,4.043,1,0,1,58.546
BYD,0.855,63,30,3.678,1,0,0,38.866
Pontiac,1.285,22,1,3.451,0,0,1,52.463
Luxgen,0.634,57,13,2.680,1,1,1,20.771
Skoda,0.177,58,17,5.380,0,0,0,35.349
Honda,0.185,26,8,4.854,1,0,3,4.769
Lincoln,0.662,26,9,6.600,0,0,0,17.711
Toyota,0.457,25,3,2.614,0,0,2,37.568
Bugatti,3.209,50,22,0.738,1,0,2,40.988
Maybach,1.111,23,2,0.695,0,0,0,65.992
Mitsubishi,3.282,37,1,4.358,0,0,0,5.805
Bugatti,0.311,44,18,2.643,0,0,2,22.032
Kia,1.656,48,19,4.829,1,0,0,40.663
Citroen,0.191,29,8,3.034,1,0,1,18.181
Land Rover,1.393,25,4,1.782,1,1,3,22.541
Volvo,1.392,27,8,3.746,1,0,2,21.965
Chrysler,0.878,22,2,0.514,0,0,2,48.425
Acura,0.246,23,4,4.791,1,0,0,36.035
Skoda,1.121,46,14,6.057,0,0,0,29.058
Daihatsu,0.204,39,14,6.064,0,0,0,35.330
Ford,1.317,50,22,2.233,1,0,2,53.036
Lancia,0.177,21,4,5.528,1,0,0,12.951
Opel,2.191,50,22,3.491,1,1,0,28.399
Ferrari,2.946,26,2,2.411,1,1,0,9.111
Bentley,0.979,28,4,4.914,1,0,1,12.853
Skoda,0.309,31,9,4.661,1,0,0,11.990
Smart,1.217,21,1,3.710,1,1,0,42.913
Chery,2.981,40,11,8.748,0,0,1,77.491
Jeep,0.269,26,3,2.237,0,0,1,51.186
Jaguar,1.587,33,12,4.609,0,1,0,26.558
Ferrari,1.922,18,1,2.841,0,0,0,45.736
Cadillac,0.532,46,22,1.002,0,0,0,47.360
Aston Martin,1.757,43,14,1.705,1,1,2,47.914
ГАЗ,0.964,35,16,2.607,0,0,0,61.492
JAC,0.328,38,8,3.960,1,0,0,18.851
Rover,3.023,51,15,3.856,0,0,0,21.517
Ford,2.021,27,1,0.517,0,0,2,59.108
SsangYong,0.357,23,5,6.346,1,0,2,33.911
Lifan,1.501,57,18,4.242,0,0,2,92.161
Geely,2.047,35,10,2.347,0,0,0,11.288
Lexus,0.916,43,10,3.247,0,0,2,50.339
Volvo,0.836,37,11,2.135,0,0,3,15.764
Lexus,3.382,31,10,1.385,1,0,2,4.022
Dodge,0.522,46,8,4.251,0,0,0,43.791
Rover,0.835,19,1,5.237,0,0,3,16.832
Hummer,2.210,46,9,5.601,1,0,0,48.242
FAW,0.685,36,11,0.596,0,0,0,28.975
Luxgen,0.450,52,13,5.123,0,0,0,57.188
Brilliance,0.977,43,15,0.750,0,0,0,46.849
Cadillac,0.172,26,5,2.556,0,0,1,22.936
Daewoo,3.077,49,18,2.069,1,0,0,43.915
FAW,0.653,41,24,3.678,1,0,0,23.689
Oldsmobile,0.907,51,9,0.940,1,1,1,18.842
Toyota,1.902,37,19,0.152,0,0,0,37.128
ГАЗ,0.405,45,17,2.902,0,0,0,69.168
Opel,0.887,42,12,6.250,0,0,1,9.743
Maybach,4.271,37,12,2.958,0,0,2,49.691
Suzuki,1.015,37,17,2.885,0,0,2,56.123
Audi,1.151,19,1,4.832,0,0,1,19.474
Lifan,0.415,28,10,6.416,0,0,2,7.175
Alfa Romeo,1.348,31,13,2.561,0,0,2,43.345
Hummer,0.480,28,4,7.446,0,0,1,8.754
Aston Martin,1.173,40,21,4.128,0,0,0,3.835
Mercedes-Benz,0.808,24,4,4.484,1,0,2,17.485
Chery,0.609,30,6,1.983,0,0,0,30.139
Bugatti,2.485,36,5,6.772,0,0,2,48.100
Lada (ВАЗ),1.402,52,19,5.167,1,0,0,20.668
Ford,1.238,21,2,5.523,0,0,0,78.417
Foton,1.869,19,1,5.440,0,0,0,44.833
Oldsmobile,0.377,42,20,2.450,0,0,0,44.268
Lexus,0.580,61,13,7.096,1,0,0,31.684
Oldsmobile,0.454,37,18,10.985,1,0,2,71.703
Haval,1.343,23,5,0.522,0,0,0,70.255
Mercedes-Benz,0.398,43,19,3.101,0,0,1,8.355
BYD,0.353,58,17,5.800,1,0,1,19.814
Brilliance,0.294,23,4,5.332,1,1,2,45.349
Ferrari,2.638,36,11,4.978,0,0,2,31.990
Aston Martin,1.171,50,4,1.669,0,0,2,14.967
Luxgen,2.251,43,6,0.079,1,0,1,33.529
Dodge,1.371,40,13,3.524,1,0,2,34.564
Infiniti,1.033,31,5,5.351,1,1,2,34.799
Genesis,2.388,22,2,4.388,0,0,1,39.004
Datsun,1.618,22,2,2.539,1,1,0,47.225
Lada (ВАЗ),2.103,33,4,0.252,1,0,2,3.566
Buick,0.532,52,15,8.060,0,0,0,59.331
Foton,0.912,52,15,6.521,1,0,2,8.763
Dodge,3.073,30,8,3.396,0,0,0,24.764
Zotye,1.304,43,12,1.593,0,0,1,31.624
Renault,0.692,19,1,1.041,1,0,2,54.234
Opel,0.904,28,1,6.953,0,0,1,46.424
JAC,2.462,21,2,7.411,1,0,0,42.877
Daihatsu,0.731,29,11,3.917,0,0,0,49.755
Москвич,0.705,33,8,0.871,0,0,0,59.171
Ferrari,1.078,36,8,3.433,0,0,3,24.160
Pontiac,1.423,37,20,1.859,1,0,2,7.250
ZAZ,2.679,23,5,4.554,1,1,2,17.585
JAC,1.295,27,9,5.215,0,0,2,53.122
Fiat,1.370,48,23,5.278,1,0,2,15.542
DS,0.969,39,17,0.364,0,0,2,6.045
Honda,1.321,20,2,0.065,1,0,2,31.562
Chrysler,1.604,27,8,5.039,0,0,0,43.459
Kia,0.173,29,2,0.210,0,1,0,46.901
DS,1.072,58,23,1.528,0,0,2,47.915
Mazda,0.341,24,2,4.437,1,0,0,31.575
Daihatsu,1.815,31,9,0.742,1,0,0,8.927
Pontiac,1.199,49,15,2.917,0,0,2,29.661
Scion,1.574,49,15,0.813,0,0,2,68.418
Renault,0.169,43,12,2.151,0,0,2,3.578
Lamborghini,1.029,30,13,1.929,0,0,2,85.560
ТагАЗ,0.985,38,16,4.268,1,0,0,71.568
Mercury,0.152,32,4,3.517,0,0,1,4.718
Lada (ВАЗ),0.719,55,15,0.146,0,0,1,25.297
Opel,0.568,18,1,7.329,1,0,0,71.216
FAW,2.638,29,2,6.174,0,0,0,18.958
Rover,0.762,26,3,5.236,0,0,3,49.881
Land Rover,1.643,44,7,0.539,0,0,0,31.728
Lincoln,4.289,25,1,5.880,1,0,1,3.532
Mini,0.753,27,5,4.452,0,0,0,25.752
Maybach,0.213,21,1,1.400,0,0,0,9.421
Dodge,1.340,36,5,4.975,1,1,0,22.687
Renault,0.308,27,10,3.983,1,0,1,42.408
Peugeot,3.183,45,4,7.098,1,0,2,11.031
Aston Martin,1.958,29,9,0.967,1,1,0,26.536
Skoda,2.845,33,3,1.511,0,0,0,80.384
Audi,0.580,63,13,4.795,1,0,0,36.542
Mazda,0.576,40,4,2.121,0,0,3,18.363
BMW,0.521,23,4,2.979,1,0,0,31.144
Mazda,0.772,40,3,5.443,1,0,3,54.048
Bentley,0.869,31,6,0.983,0,0,1,43.356
Maybach,2.086,36,16,2.146,0,0,2,17.959
Infiniti,1.235,46,19,0.531,1,0,2,32.276
Chevrolet,1.273,24,7,0.680,0,0,0,72.419
Hyundai,2.177,39,21,8.406,0,0,2,24.224
Lada (ВАЗ),1.856,28,7,5.510,0,0,2,17.982
Haima,1.291,50,18,9.903,0,0,0,37.310
Hyundai,0.393,38,14,7.425,0,0,1,47.418
ТагАЗ,0.416,30,6,2.472,0,1,0,18.650
Tesla,0.414,33,15,6.213,0,0,0,49.338
Jaguar,2.172,40,14,0.379,0,0,2,6.450
Kia,1.394,27,5,10.620,1,0,0,62.100
Porsche,1.430,43,17,1.283,1,0,0,30.775
Haval,3.035,24,6,1.955,0,1,2,62.744
ТагАЗ,2.355,33,14,5.015,0,1,1,17.768
Mitsubishi,3.000,39,21,2.749,0,0,0,16.921
Lincoln,0.370,42,17,3.050,1,0,0,43.042
Lincoln,1.235,28,11,2.979,0,0,3,5.508
Mercury,2.392,36,10,1.212,0,0,2,7.615
УАЗ,1.830,25,2,6.805,0,0,0,46.447
Toyota,0.628,26,6,1.926,0,0,3,59.727
DS,1.955,36,7,8.055,0,0,0,33.851
Saab,3.341,38,12,0.364,0,0,3,54.959
УАЗ,0.348,37,6,4.174,1,0,0,74.816
Mini,0.664,27,1,7.106,0,0,0,15.367
Changan,1.535,70,26,3.712,1,0,0,4.822
GAC,1.894,43,5,5.811,0,0,2,72.952
Infiniti,2.756,35,11,2.532,0,0,1,75.446
Mazda,0.849,33,11,3.496,1,0,3,14.528
Mercury,0.864,36,4,7.434,0,0,0,51.362
Great Wall,0.626,54,18,4.478,1,1,2,33.792
Smart,1.306,37,16,11.399,0,0,2,13.971
Changan,0.461,58,17,2.715,0,1,2,3.767
Nissan,2.077,31,12,4.495,0,0,1,34.430
Ford,0.481,23,4,3.154,1,0,0,33.032
Kia,1.762,30,8,5.006,0,0,0,41.472
Suzuki,1.423,51,25,2.812,1,1,2,40.809
Kia,0.636,31,6,1.854,0,0,0,56.112
Oldsmobile,0.589,35,16,7.787,0,0,0,59.146
Mercury,2.844,31,4,1.499,0,0,0,48.946
BMW,1.845,56,26,2.047,0,0,0,6.447
BMW,0.862,19,0,3.375,0,0,2,45.655
Nissan,2.470,21,0,2.749,0,1,3,46.726
Mini,2.901,28,5,4.349,1,1,0,38.328
Lada (ВАЗ),1.287,29,8,1.767,1,1,2,7.734
Subaru,0.582,21,4,2.144,0,0,2,28.993
Tesla,0.409,57,14,1.966,0,0,0,12.826
ТагАЗ,0.298,36,11,0.549,0,0,3,50.090
Maybach,0.363,21,2,7.051,1,0,2,32.714
Ferrari,1.530,51,15,8.333,0,0,2,19.182
Mercury,4.602,23,0,1.570,1,0,2,44.428
Nissan,0.157,21,1,3.015,1,0,1,50.388
Ravon,1.910,34,8,6.783,0,1,3,7.637
Citroen,0.678,26,3,2.189,0,0,0,10.481
УАЗ,0.948,33,12,5.257,0,0,0,84.382
Ferrari,0.316,29,1,0.973,1,0,2,21.544
Dodge,1.508,30,5,5.283,0,0,2,20.015
Ferrari,1.192,26,9,7.309,0,0,0,33.791
Toyota,0.828,44,5,5.424,0,0,0,24.260
GAC,0.751,41,8,5.239,0,0,0,35.221
Luxgen,0.528,41,14,0.561,0,0,2,53.087
Ford,2.010,42,12,0.101,0,0,2,10.383
Genesis,1.015,36,18,1.125,1,0,0,44.947
Mitsubishi,1.046,21,0,1.389,1,0,0,15.283
Skoda,1.421,24,6,0.686,1,1,0,31.488
Changan,0.437,42,19,9.301,0,0,1,10.583
JAC,2.995,41,17,1.824,0,0,0,17.586
Maserati,2.019,37,6,3.091,1,0,3,25.893
Москвич,0.389,29,7,0.345,1,0,2,3.274
GMC,1.209,43,10,1.845,0,0,0,9.293
Hyundai,1.230,31,14,7.569,0,0,0,53.619
Foton,0.523,44,15,2.955,0,0,2,7.873
ГАЗ,1.057,35,1,1.301,0,0,0,50.495
Brilliance,0.782,57,19,8.500,0,0,2,3.150
Changan,1.003,32,4,1.752,0,0,2,35.472
Mitsubishi,1.526,26,3,0.759,0,0,0,64.893
Isuzu,2.496,39,12,5.866,0,0,3,38.047
Opel,1.434,36,12,0.589,0,1,0,9.682
GAC,2.959,52,13,2.560,1,0,3,54.340
Mitsubishi,0.305,31,10,4.627,1,0,0,14.045
Genesis,0.452,42,16,0.240,0,1,2,40.187
Lifan,2.210,44,9,6.862,0,0,0,41.113
Acura,1.875,25,1,3.469,0,0,3,71.453
ZAZ,3.369,30,4,5.284,0,1,0,16.789
Skoda,2.812,45,7,4.134,0,0,0,29.093
Honda,1.609,50,20,1.024,1,0,2,35.578
Hummer,0.550,31,14,0.413,1,0,0,75.456
Lancia,0.989,18,0,2.628,0,0,2,24.262
Dodge,0.749,28,7,0.258,0,1,2,58.013
Lexus,1.117,36,11,4.018,1,0,2,6.956
Honda,1.547,45,12,5.821,1,0,3,29.210
ZAZ,1.902,44,17,4.661,0,0,1,11.868
Smart,0.557,47,23,0.891,0,0,1,46.111
Haval,1.775,32,11,2.424,1,0,2,13.656
Audi,0.830,29,4,4.570,0,0,0,17.385
SEAT,1.088,41,13,5.546,1,0,0,42.473
ZAZ,0.398,35,13,0.113,0,1,2,23.781
Rolls-Royce,2.152,51,16,3.876,1,1,0,62.587
Isuzu,0.280,24,5,4.295,0,0,1,67.253
Maybach,1.320,29,5,1.185,0,0,1,36.684
JAC,0.563,40,16,5.303,1,0,0,29.375
SEAT,2.181,41,20,3.661,0,0,2,11.833
Rover,0.308,41,16,2.089,0,0,0,7.686
Mercedes-Benz,1.302,25,3,1.415,1,0,0,5.686
FAW,0.621,57,35,2.875,0,0,1,18.292
GMC,0.989,22,5,4.043,1,0,1,68.095
BYD,2.089,35,14,0.957,0,0,1,5.424
Toyota,1.189,43,10,0.672,1,0,2,36.736
Maserati,1.467,62,20,2.847,1,0,2,41.103
Rover,1.491,29,7,0.323,0,0,2,36.391
Maybach,0.566,25,2,3.529,0,0,3,36.002
GMC,0.352,26,2,1.270,0,0,2,21.617
Mercury,4.173,32,4,4.590,0,0,2,47.804
Lincoln,2.260,53,17,3.068,1,0,0,51.127
